policy_tenure,age_of_car,age_of_policyholder,population_density,airbags,is_esc,is_adjustable_steering,is_tpms,is_parking_sensors,is_parking_camera,rear_brakes_type,displacement,cylinder,transmission_type,gear_box,turning_radius,length,width,height,gross_weight,is_front_fog_lights,is_rear_window_wiper,is_rear_window_washer,is_rear_window_defogger,is_brake_assist,is_power_door_locks,is_central_locking,is_power_steering,is_driver_seat_height_adjustable,is_day_night_rear_view_mirror,is_ecw,is_speed_alert,ncap_rating,is_claim,max_torque_nm,max_torque_rpm,max_power_bhp,max_power_rpm
0.045833998629361,0.03,0.480769230769231,4076,2,0,1,0,1,0,0,1197,4,Manual,5,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1,113.0,4400,88.5,6000
0.758622595499839,0.09,0.394230769230769,34738,2,0,1,0,1,0,0,1197,4,Manual,5,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1,113.0,4400,88.5,6000
0.52708521732645,0.0,0.615384615384615,21622,2,0,0,0,1,0,0,796,3,Manual,5,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.0,3500,40.36,6000
0.9994432598619,0.08,0.576923076923077,27003,6,1,1,1,1,1,1,1493,4,Auto,6,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1,250.0,2750,113.45,4000
0.020562619827824,0.01,0.480769230769231,8794,2,0,0,0,1,0,0,796,3,Manual,5,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.0,3500,40.36,6000
1.12453811173832,0.07,0.490384615384615,8794,2,0,1,0,1,0,0,1197,4,Manual,5,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1,113.0,4400,88.5,6000
1.19471042243915,0.06,0.288461538461538,13051,6,1,1,1,1,1,1,1493,4,Auto,6,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1,250.0,2750,113.45,4000
0.064651598921744,0.0,0.490384615384615,35036,2,0,0,0,1,0,0,998,3,Manual,5,4.7,3655,1620,1675,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,1,82.1,3400,55.92,5300
0.490727526633488,0.0,0.471153846153846,35036,2,0,0,0,1,0,0,796,3,Manual,5,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.0,3500,40.36,6000
1.23796081836018,0.12,0.442307692307692,27003,2,0,1,0,1,0,0,1197,4,Manual,5,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1,113.0,4400,88.5,6000
1.20076543028027,0.17,0.326923076923077,8794,6,1,1,1,1,1,1,1493,4,Auto,6,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1,250.0,2750,113.45,4000
1.08788956331395,0.12,0.480769230769231,8794,2,0,0,0,1,0,0,998,3,Manual,5,4.7,3655,1620,1675,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,1,82.1,3400,55.92,5300
1.2185655657852,0.03,0.567307692307692,34738,6,1,1,0,1,1,0,1197,4,Auto,5,4.85,3990,1745,1500,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,1,113.0,4400,88.5,6000
0.270750757312145,0.16,0.596153846153846,8794,6,1,1,1,1,1,1,1493,4,Auto,6,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1,250.0,2750,113.45,4000
0.467947605774314,0.0,0.692307692307692,8794,2,0,1,0,1,0,0,1197,4,Manual,5,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1,113.0,4400,88.5,6000
0.951400166550959,0.11,0.528846153846154,27003,6,1,1,1,1,1,1,1493,4,Auto,6,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1,250.0,2750,113.45,4000
0.031687859566519,0.0,0.432692307692308,34738,2,0,0,0,1,0,0,796,3,Manual,5,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.0,3500,40.36,6000
0.906400934697973,0.0,0.490384615384615,6108,2,0,0,0,1,0,0,796,3,Manual,5,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.0,3500,40.36,6000
0.517833196517828,0.14,0.384615384615385,7788,2,0,1,0,1,0,0,1197,4,Manual,5,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1,113.0,4400,88.5,6000
1.04577276414651,0.01,0.394230769230769,27003,2,0,1,0,1,0,0,1197,4,Manual,5,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1,113.0,4400,88.5,6000
1.03765989329108,0.22,0.807692307692308,8794,6,1,1,1,1,1,1,1493,4,Auto,6,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1,250.0,2750,113.45,4000
1.16520732827739,0.03,0.567307692307692,34738,2,0,1,0,1,0,0,1197,4,Manual,5,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1,113.0,4400,88.5,6000
0.188299492284816,0.0,0.509615384615385,4076,1,0,0,0,1,0,0,1196,4,Manual,5,4.5,3675,1475,1825,1510,0,0,0,0,0,0,0,0,0,0,0,1,0,1,85.0,3000,61.68,6000
0.25809980595321,0.06,0.298076923076923,7788,2,0,1,0,1,0,0,1197,4,Manual,5,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1,113.0,4400,88.5,6000
0.010555325216003,0.0,0.298076923076923,73430,2,0,0,0,1,0,0,796,3,Manual,5,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.0,3500,40.36,6000
0.976286108165467,0.02,0.355769230769231,4076,2,0,0,0,1,0,0,796,3,Manual,5,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.0,3500,40.36,6000
1.14242018488675,0.1,0.634615384615385,27003,1,0,0,0,1,0,0,1196,4,Manual,5,4.5,3675,1475,1825,1510,0,0,0,0,0,0,0,0,0,0,0,1,0,1,85.0,3000,61.68,6000
0.011483773795623,0.0,0.442307692307692,34738,2,0,0,0,1,0,0,796,3,Manual,5,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.0,3500,40.36,6000
0.00672696249441,0.0,0.730769230769231,5410,2,0,0,0,1,0,0,796,3,Manual,5,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.0,3500,40.36,6000
0.191265856498759,0.01,0.461538461538462,27003,2,0,0,0,1,0,0,998,3,Manual,5,4.7,3655,1620,1675,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,1,82.1,3400,55.92,5300
0.206320746716018,0.15,0.288461538461538,8794,2,0,1,0,1,0,0,1197,4,Manual,5,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1,113.0,4400,88.5,6000
0.320890215023056,0.0,0.509615384615385,27003,6,1,1,1,1,1,1,1493,4,Auto,6,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1,250.0,2750,113.45,4000
0.783146521947421,0.17,0.557692307692308,8794,6,1,1,1,1,1,1,1493,4,Auto,6,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1,250.0,2750,113.45,4000
0.092302002173485,0.04,0.673076923076923,73430,2,0,0,0,1,0,0,998,3,Manual,5,4.7,3655,1620,1675,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,1,82.1,3400,55.92,5300
0.255854216886773,0.06,0.442307692307692,16733,6,1,1,1,1,1,1,1493,4,Auto,6,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1,250.0,2750,113.45,4000
1.14887432852971,0.04,0.673076923076923,7788,2,0,1,0,1,0,0,1197,4,Manual,5,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1,113.0,4400,88.5,6000
0.137877430994263,0.12,0.451923076923077,4076,2,0,1,0,1,1,0,1498,4,Manual,5,4.9,3995,1695,1501,1051,1,0,0,1,0,1,1,1,1,1,1,1,4,1,200.0,1750,97.89,3600
0.197008977604898,0.1,0.317307692307692,8794,2,0,1,0,1,0,0,1197,4,Manual,5,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,1,113.0,4400,88.5,6000
0.035026546232552,0.0,0.375,35036,2,0,0,0,1,0,0,796,3,Manual,5,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.0,3500,40.36,6000
0.95694777340132,0.04,0.298076923076923,5410,6,1,1,1,1,1,1,1493,4,Auto,6,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1,250.0,2750,113.45,4000
0.622719795460902,0.01,0.653846153846154,8794,2,0,0,0,1,0,0,796,3,Manual,5,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.0,3500,40.36,6000
0.535970729900699,0.05,0.298076923076923,4076,2,0,0,0,0,1,0,999,3,Auto,5,5.0,3731,1579,1490,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,1,91.0,4250,67.06,5500
1.09585958356269,0.03,0.480769230769231,27003,2,0,0,0,1,0,0,796,3,Manual,5,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.0,3500,40.36,6000
1.08415570437935,0.01,0.375,17804,6,1,1,0,1,1,0,1197,4,Auto,5,4.85,3990,1745,1500,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,1,113.0,4400,88.5,6000
